lm,lml,rf,y-real
113.8376717422079,110.98164205896177,115.15,100.5
48.49999999993272,73.60241900069629,53.14705882352941,48.5
123.29907800237054,114.15733267713901,150.2735294117647,154.5
110.33649422452908,126.48158330169004,120.8264705882353,122.0
154.8312257990513,151.70595670634304,151.48823529411766,162.0
139.947676582578,129.76992068018453,115.17058823529412,107.0
136.02688525623796,137.04490698350008,142.15,150.5
30.710523201693043,42.10320082615665,63.55294117647059,44.5
45.51476822549311,57.949709937474196,73.78823529411764,59.5
83.66055708069452,92.43167792634179,72.73529411764706,51.5
153.57780709479408,151.16697188344227,146.24705882352941,161.5
77.00857442155305,80.39598196526426,74.70588235294117,61.0
117.93771280443856,116.12150709198016,105.69117647058823,102.5
132.50220424533887,126.35623053808423,116.26764705882353,120.0
42.999685863771205,60.20168662132738,84.81764705882352,106.5
145.07629487092575,133.44266126490712,139.95294117647057,140.0
68.87772942802499,67.56950182870614,74.51176470588236,56.5
64.71931749980992,73.08676663685313,72.97941176470589,61.5
127.13511196615278,103.54780656458964,102.6029411764706,85.5
87.26532161340616,85.9587451171648,99.24411764705883,106.0
101.58503326174792,101.49325370907822,110.46176470588236,74.0
109.91824074084539,112.85899527136445,147.25294117647059,154.5
149.94088379154573,150.96979861453073,149.03235294117647,150.5
112.21599152985988,109.6388090130933,116.79705882352941,110.5
148.2937414353325,150.7654316205682,132.9,98.5
101.03797139563949,100.47736384067926,103.65588235294118,109.0
75.74932549586815,75.00206855145649,69.37058823529412,61.0
135.9445629797482,130.49933490164096,140.52058823529413,146.5
93.93222823067259,92.29447485181187,106.9,107.0
113.17255644792792,104.191268289711,99.75294117647059,95.0
69.65194075944571,82.47658931872837,88.87647058823529,87.5
52.11471652431542,66.99125989476866,54.444117647058825,52.5
143.41273052093226,138.40219288035212,126.59705882352941,133.0
113.47367932310047,101.80923459388958,106.51176470588236,76.5
105.60805619327297,94.63978341655181,107.00588235294117,110.0
82.41659585576791,95.03886109146748,84.94117647058823,79.5
72.53626011861188,79.21181117486125,86.31764705882352,90.0
112.57795930663995,100.0872610117986,113.0,120.0
62.98138704513291,87.68566617869939,67.27941176470588,62.5
117.43787785001251,119.82553909623613,118.23823529411764,121.0
169.67687199659093,159.4440923058824,200.2264705882353,194.5
111.07730974168786,115.01609512445047,121.20588235294117,122.5
77.45665230623246,103.04525781344698,86.79705882352941,80.0
104.83492661225529,106.20207862773675,78.58529411764705,74.0
151.10276451477353,155.08814020056815,144.76176470588234,169.0
90.75808219373023,94.61961922559294,81.47647058823529,69.5
153.21283210692417,144.28885924679741,135.33823529411765,137.0
120.91089633684248,115.57955104425955,115.95294117647059,163.5
146.66124101449265,133.77769798548078,127.59411764705882,128.5
86.18864241904501,101.95446397600799,107.22058823529412,118.0
116.58432960981958,120.47074376332753,101.83529411764705,119.5
