lm,lml,rf,y-real
115.85285566501315,111.79360678154941,81.2764705882353,68.5
103.45524374592122,102.3672102305098,75.85,73.0
106.14354175611913,101.81531798938666,108.83823529411765,99.0
92.11736659569405,87.36934467289466,94.87647058823529,82.0
131.7116609495277,123.25964723800455,116.17941176470588,109.5
77.45665230623246,103.04525781344698,86.79705882352941,80.0
89.80521274783277,78.55817243329616,71.37647058823529,66.5
169.32826006798885,159.41665221670476,228.63823529411764,254.0
137.9081239784108,134.14901982588972,121.69411764705882,100.0
126.19412668760599,119.02307961234834,116.25882352941177,125.0
112.15380227378475,98.6854666821473,96.18529411764706,168.0
131.7190412681928,124.66604640238455,114.96764705882353,177.0
144.3589899618159,132.575989462699,132.7941176470588,133.5
101.51135840573866,92.35717428451666,91.95,107.0
107.499999999912,114.81239600241335,105.82941176470588,107.5
106.13531738443146,107.19578374256915,132.84411764705882,143.5
137.20480944613087,129.14010900019363,132.14705882352942,139.5
115.15855989845517,134.69868935297615,113.92647058823529,153.0
89.3065998661929,93.53748823390157,102.58235294117647,109.5
151.10276451477353,155.08814020056815,144.76176470588234,169.0
137.20480944613087,129.14010900019363,132.14705882352942,139.5
54.705271845783244,59.627489462563204,79.17647058823529,76.0
126.24333297056273,116.84579767726399,117.99117647058823,100.5
26.499999999648594,49.788221698088634,32.938235294117646,26.5
101.51135840573866,92.35717428451666,91.95,107.0
71.0471341794424,79.772315291573,70.47058823529412,67.0
95.92890318443372,101.05541917412272,82.78529411764706,74.5
89.69003502990752,84.44663508144401,101.66764705882353,96.0
98.36931349646457,108.12561948758672,93.79705882352941,81.0
120.68183204422952,110.94563609900203,132.0735294117647,138.5
122.81740922694709,115.07716326513948,98.33823529411765,94.5
129.4970488374394,123.62195784762672,112.20294117647059,147.0
118.91849593033194,122.54837019938834,120.94705882352942,157.0
98.52340110286357,95.94246780889243,89.93529411764706,86.0
103.9823243662056,102.74345892446082,129.74705882352941,134.5
96.59062025354379,94.20375653841347,87.84705882352941,84.0
24.486412239051866,21.399239342916502,28.361764705882354,20.5
130.03501844608263,128.4801445374444,99.01764705882353,84.5
110.80462857007831,107.8814038254269,97.50294117647059,52.5
165.4578720295956,122.06010918593655,108.83823529411765,116.5
122.7306324322246,114.11258894963666,143.61470588235295,145.0
73.96664438107486,74.29000266433319,80.95882352941176,81.0
48.49999999993272,73.60241900069629,53.14705882352941,48.5
114.0095403480623,101.41135393175952,121.91764705882353,139.0
96.01159549701723,117.47285811170741,96.65,106.5
88.06884245983512,86.88952623097205,91.8970588235294,85.0
54.57792521378335,70.80818296174948,56.89411764705882,54.0
105.52754137987145,103.37321175823915,96.1470588235294,90.5
80.87842495660122,87.75935191827023,76.29117647058824,76.5
106.55653699002653,95.30811329637572,97.45294117647059,95.5
124.74327537984155,133.8889338798931,101.94117647058823,113.0
118.84299467884533,119.61607267919308,124.15588235294118,138.5
93.90495722187372,92.95565937623053,107.57352941176471,111.5
83.99700550593712,92.90449838838863,85.57941176470588,71.5
126.48342705951049,117.14649204177766,122.39117647058823,124.0
117.71515114536922,108.94781171227092,108.38235294117646,167.5
72.53626011861188,79.21181117486125,86.31764705882352,90.0
46.44851447320115,55.235026041582856,70.1,60.0
161.59329842642245,152.33474023921883,127.72647058823529,232.5
100.16796848883976,93.39973599227511,79.93823529411765,66.5
103.68699925023685,97.35699263948618,102.34705882352941,109.0
100.82580608569958,94.933032828288,98.3529411764706,87.0
123.91160309585821,121.04531208659887,104.8,113.5
51.00000000021678,95.22495040021211,67.2235294117647,51.0
119.91444950446193,103.88401946582209,87.10588235294118,87.0
54.57792521378335,70.80818296174948,56.89411764705882,54.0
73.96186196792794,68.70876799261168,80.77058823529411,76.0
91.88225645156068,88.30918777054924,97.34705882352941,96.0
73.96664438107486,74.29000266433319,80.95882352941176,81.0
78.04234183132581,71.80880948815118,62.773529411764706,51.5
77.79957191852708,89.07202140338268,84.5,84.5
92.11736659569405,87.36934467289466,94.87647058823529,82.0
98.31069408430099,93.57051900574622,97.17058823529412,93.0
78.26619922579592,79.6969848294425,72.36470588235294,70.0
187.53394336716656,186.7931700046293,195.58823529411765,225.0
74.48548820052959,107.45308409427092,87.79705882352941,75.5
83.03722590982457,110.71877143976636,96.38235294117646,84.0
85.0893755520439,108.75133391206364,89.27058823529411,75.5
132.71503265457713,129.37338403392562,170.3294117647059,181.0
124.74327537984155,133.8889338798931,101.94117647058823,113.0
132.58805643671104,126.36298817198619,115.24117647058823,132.5
-30.991635142135053,31.665292313460412,61.99411764705882,20.0
152.39229111682255,144.69982126734774,125.89117647058823,140.0
106.99999999992528,131.81218235502791,114.67647058823529,107.0
57.71344435721053,46.47120493130559,62.370588235294115,61.0
124.31721117770866,122.76504025380538,97.88823529411765,86.5
110.8349219358051,111.85832748023935,143.13529411764705,164.5
94.389515323376,99.02531010285915,100.09117647058824,107.5
164.17519555952123,154.8360792476305,124.89411764705882,116.5
58.229075639724314,60.291600112613715,71.00882352941177,50.0
52.093830729868095,67.00135853149399,66.91470588235295,48.0
76.06176178139377,81.92538633635107,66.6735294117647,64.0
115.32703738324496,115.87270744231455,107.66470588235295,114.0
87.55012909570839,86.58147871823599,85.08823529411765,97.5
106.94605368095682,101.53889698604429,87.38529411764706,76.5
194.49076501007124,111.68789413935212,95.03235294117647,85.0
133.82230434034645,132.56194890899462,127.53235294117647,130.0
90.710884238524,93.58747936737026,96.30294117647058,66.5
